Month,Year,Date,Project,Tide,Start,Ttime,Temp,Wind,Sky,Precip,Grid_250,Species,Common Name,Scientific Name,Bd_Type,Guild,Number,Habitat,Behavior,Obs,Notes
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,13,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,1,LV,CA,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,11,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MP,RO,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,12,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,9,MF,FO,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,12,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,2,SH,FO,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,16,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,2,LV,RO,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,12,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,MP,RO,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,1,SPAR,Unknown Sparrow,NA,Dabbler,GR,2,LV,AL,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,1,SPAR,Unknown Sparrow,NA,Dabbler,GR,1,LV,FL,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,1,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,MP,CA,,
May,2005,05/02/05,GC,HIGH,9:49,1.1,58,1,0,0,20,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,2,AE,FL,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,15,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,3,LV,CA,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,15,SPAR,Unknown Sparrow,NA,Dabbler,GR,3,LV,FL,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,14,CANG,Canada Goose,Branta canadensis,Geese,OTHER,3,MP,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,14,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,6,MF,FO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,10,SAVS,Savannah Sparrow,Passerculus sandwichensis,Passerine,GR ,1,LV,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,9,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,LV,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,3,ANHU,Anna's Hummingbird,Calypte anna,Passerine,OTHER,1,LV,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,3,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,2,LV,CA,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,7,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,3,MF,FO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,1,TUVU,Turkey Vulture,Cathartes aura,Raptor,OP,1,AE,FL,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,2,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,1,AE,FL,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,20,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,2,MP,AL,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,19,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,AL,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,18,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,3,MP,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,18,CANG,Canada Goose,Branta canadensis,Geese,OTHER,4,MP,RO,,GOSLINGS
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,18,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,MP,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,14,CANG,Canada Goose,Branta canadensis,Geese,OTHER,3,MP,RO,,GOSLINGS
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,18,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MF,FO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,18,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,11,CANG,Canada Goose,Branta canadensis,Geese,OTHER,4,MP,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,11,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,PO,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,11,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,LV,RO,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,1,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,1,SH,SW,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,1,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,2,OP,CA,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,2,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,1,SH,SW,,
May,2005,05/02/05,GC,LOW,14:57,1.0,65,2,5,0,2,SPAR,Unknown Sparrow,NA,Dabbler,GR,1,LV,RO,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,7,CANG,Canada Goose,Branta canadensis,Geese,OTHER,4,MP,RO,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,15,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OP,CA,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,15,BARS,Barn Swallow,Hirundo rustica,Passerine,AF,2,AE,FL,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,15,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,4,AE,FL,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,15,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,1,AE,FL,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,3,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,LV,CA,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,3,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,OP,CA,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,7,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,1,MF,FO,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,1,GADW,Gadwall,Anas strepera,Dabbler,DAB,1,SH,SW,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,12,AWPE,American White Pelican,Pelecanus occidentalis,Pelican,PIS,7,AE,FL,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,18,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,AL,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,18,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,1,MP,CA,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,7,CANG,Canada Goose,Branta canadensis,Geese,OTHER,7,MF,FO,,GOSLINGS
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,16,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,8,MP,CA,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,11,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,2,LV,UN,,DRINKING WATER FROM IRRIGATION SYSTEM
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,11,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,4,MP,RO,,
June,2005,06/06/05,GC,LOW,9:00,0.8,65,1,10,0,2,CANG,Canada Goose,Branta canadensis,Geese,OTHER,6,MF,FO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,14,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,8,AE,FL,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,15,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,2,MP,CA,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,1,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,MP,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,14,TUVU,Turkey Vulture,Cathartes aura,Raptor,OP,1,AE,FL,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,13,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,1,MP,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,9,GADW,Gadwall,Anas strepera,Dabbler,DAB,2,OW,SW,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,13,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,1,MP,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,14,GADW,Gadwall,Anas strepera,Dabbler,DAB,2,OW,SW,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,18,GADW,Gadwall,Anas strepera,Dabbler,DAB,4,PO,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,20,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,LV,AL,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,20,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,AL,,"THERE IS A BABY KILL ON THE OTHER SIDE OF FENCE, OUTSIDE PROJECT. "
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,19,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,AL,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,18,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,3,PO,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,18,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,5,MP,CA,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,12,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,CW,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,12,DABB,Dabbling Duck,NA,Dabbler,DAB,5,MP,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,12,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,20,AE,FL,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,13,GULL,Unknown Gull,Laridae spp,Gull/Tern,OP,7,,,,FORGOT TO COLLECT HABITAT AND BEHAVIOR
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,6,SNEG,Snowy Egret,Egretta thula,Wader,WD,1,AE,FL,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,6,CANG,Canada Goose,Branta canadensis,Geese,OTHER,16,MP,RO,,7 Goslings 
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,6,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,PO,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,12,RWBL,Red-winged Blackbird,Agelaius phoeniceus,Passerine,GR ,12,MP,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,6,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MP,AL,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,1,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,LV,RO,,
June,2005,06/06/05,GC,HIGH,15:18,1.0,68,2,5,0,2,DCCO,Double-crested Cormorant,Phalacrocorax auritus,Cormorant,PIS,1,AE,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,14,CANG,Canada Goose,Branta canadensis,Geese,OTHER,28,MP,RO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,20,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,LV,RO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,15,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,15,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,OP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,13,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,3,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,13,PEEP,Peep,Calidris spp.,Shorebird,SP,3,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,12,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,13,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,14,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,13,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,2,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,13,WHIM,Whimbrel,Numenius phaeopus,Shorebird,DP,2,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,13,BNST,Black-necked Stilt,Himantopus mexicanus,Shorebird,SP,1,AE,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,2,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,8,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,1,MF,RO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,PEEP,Peep,Calidris spp.,Shorebird,SP,5,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,7,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,8,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,2,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,8,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,2,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,8,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,3,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,DOWI,Dowitcher,Limnodromus spp.,Shorebird,DP,5,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,8,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,2,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,WHIM,Whimbrel,Numenius phaeopus,Shorebird,DP,2,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,6,MF,RO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,1,MF,PR,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,GRYE,Greater Yellowlegs,Tringa melanoleuca,Shorebird,SP,4,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,10,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,2,LV,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,3,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,10,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,2,OP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,MAWR,Marsh Wren,Cistothorus palustris,Passerine,GR ,2,LV,FO,,ON FENNEL
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,9,LV,FO,,ON FENNEL
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,4,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,11,LV,FO,,ON FENNEL
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,9,SNEG,Snowy Egret,Egretta thula,Wader,WD,1,MF,UN,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,7,PEEP,Peep,Calidris spp.,Shorebird,SP,60,AE,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,8,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,20,MF,PR,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,8,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,48,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,8,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,8,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,13,TUVU,Turkey Vulture,Cathartes aura,Raptor,OP,1,AE,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,6,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,6,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,4,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,2,BLRA,Black Rail,Laterallus jamaicensis,Shorebird,GR ,1,OP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,2,MAWR,Marsh Wren,Cistothorus palustris,Passerine,GR ,2,OP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,3,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,2,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,OP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,1,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,1,MF,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,2,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,2,OP,RO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,2,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,AE,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,20,BRBL,Brewer's Blackbird,Euphagus cyanocephalus,Passerine,GR ,11,LV,RO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,20,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,MP,CA,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,20,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,2,AE,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,3,BARS,Barn Swallow,Hirundo rustica,Passerine,AF,1,AE,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,19,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,2,PO,AL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,12,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,1,PO,FO,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,6,NOHA,Northern Harrier,Circus cyaneus,Raptor,AP,2,OP,CA,,"UPSET BY MY PRESENCE, WERE FLYING CLOSE"
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,6,NOHA,Northern Harrier,Circus cyaneus,Raptor,AP,1,OP,FL,,
July,2005,07/20/05,GC,LOW,8:07,1.5,60,1,100,0,1,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,OP,CA,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,14,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,8,MP,FL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,8,DABB,Dabbling Duck,NA,Dabbler,DAB,3,OW,SW,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,9,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,3,AE,FL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,7,CANG,Canada Goose,Branta canadensis,Geese,OTHER,10,OW,SW,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,2,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,OW,FO,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,2,CANG,Canada Goose,Branta canadensis,Geese,OTHER,2,OW,SW,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,4,MAWR,Marsh Wren,Cistothorus palustris,Passerine,GR ,1,OP,RO,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,1,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,2,MP,RO,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,4,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,OP,CA,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,19,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,LV,AL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,20,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,1,MP,CF,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,20,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,1,MP,FL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,12,CANG,Canada Goose,Branta canadensis,Geese,OTHER,4,MP,RO,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,17,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,1,AE,FL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,11,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,Passerine,AF,2,AE,FL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,11,BARS,Barn Swallow,Hirundo rustica,Passerine,AF,1,AE,FL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,6,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,3,AE,FL,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,1,COYE,Common Yellowthroat,Geothlypis trichas,Passerine,GR ,1,OP,CA,,
July,2005,07/19/05,GC,HIGH,13:06,0.9,75,2,2,0,1,PEEP,Peep,Calidris spp.,Shorebird,SP,2,AE,FL,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,9,GRYE,Greater Yellowlegs,Tringa melanoleuca,Shorebird,SP,1,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,9,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,1,MF,PR,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,3,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,10,MF,PR,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,3,SEPL,Semipalmated Plover,Charadrius semipalmatus,Shorebird,SP,1,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,3,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,5,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,3,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,9,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,3,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,2,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,2,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,20,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,2,LESA,Least Sandpiper,Calidris minutilla,Shorebird,SP,5,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,8,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,13,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,8,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,1,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,8,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,3,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,8,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,1,MF,AL,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,8,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,300,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,9,BBPL,Black-bellied Plover,Pluvialis squatarola,Shorebird,SP,9,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,9,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,1,MF,FO,,
August,2005,08/30/05,GC,LOW,6:55,1.5,55,0,0,0,9,WESA,Western Sandpiper,Calidris mauri,Shorebird,SP,3,MF,FO,,
